series,代码,名称,市盈率,市净率,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,固定资产,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,BBI,ARBR,KDJ,BOLL,OBV,BIAS,MACD,MA,PSY,WVAD,CD,MI,DMI-QLL,ABV,Z-SCORE,122日涨幅,122日振幅,122日换手,122日总量,92日涨幅,92日振幅,92日换手,92日总量,GB
1179,'000859',国风塑业,458.316,2.606,0.0109,1.907,0.0037,0.0011,0.797,0.0313,65.57,184.72,26.19,12.352,1.903,216205,92019,68857,141765,58966,84,17599,12343,28153,3245,-60,688,806,3050,73945,73932,73932,5.043,92.036,45.839,5.049,79166176,1.34,0.007,4.932,58.333,312189.125,-0.282,-0.43,22.06,3165.954,1.694,-0.2455,0.3249,1.536,11356043,-0.0803,0.1971,0.9689,7163585,-0.199
877,'000016',深康佳Ａ,470.138,4.211,0.0109,1.217,0.009,-0.677,0.0331,-0.167,15.806,211.35,15.08,14.151,1.18,1853910,155668,1519061,293038,7972,-162944,30294,11278,468632,64428,-8178,3103,2625,-40092,240795,240795,159659,5.153,131.219,45.885,5.025,237991200,0.747,0.113,5.102,41.667,848908.438,0.96,-0.19,31.819,9519.648,0.31,0.1489,0.3044,0.9092,14516891,0.1094,0.294,0.6709,10710785,0.166
925,'000157',中联重科,433.425,0.989,0.011,4.822,0.0023,0.0131,1.655,1.963,39.242,112.81,74.45,26.603,4.82,9417518,730891,5621461,3695604,1268670,10013,-37173,308725,527491,134157,4699,10739,8457,1504813,762529,761400,622580,4.654,168.181,81.648,4.534,340185728,2.522,0.076,4.71,58.333,2555848.75,0.489,0.3,48.745,13596.753,1.235,0.0021,0.1979,0.6004,37379720,0.0502,0.1725,0.3723,23179444,-0.003
345,'600488',天药股份,455.952,1.945,0.011,2.557,0.0041,0.0364,0.633,0.761,80.477,-36.01,9.01,15.527,2.557,307829,129566,57998,247732,60856,3498,-16366,-13206,29118,3951,1178,1178,1015,75159,96085,96085,96085,5.141,71.074,24.854,5.266,77530040,-0.23,-0.078,5.044,41.667,-56791.496,-1.005,-0.29,21.883,3101.429,3.526,-0.2142,0.2794,0.404,3881757,-0.1593,0.1959,0.2035,1955109,-0.208
173,'600232',金鹰股份,765.927,2.604,0.011,3.136,0.0035,-0.0861,1.089,0.722,71.914,11.01,-0.66,12.781,3.128,164112,31049,43812,118020,39735,-3139,-1549,-5811,20277,2436,739,696,412,29968,36472,36472,36472,8.178,116.94,48.391,8.156,37669892,4.723,0.019,8.052,58.333,35886.949,-0.131,0.37,37.67,1505.709,2.565,-0.2741,0.3988,0.7876,2872355,-0.1043,0.2771,0.556,2027839,-0.211
151,'600206',有研新材,829.004,2.709,0.011,3.366,0.0034,-0.213,1.675,0.608,84.862,223.86,34.25,5.473,3.361,332729,31303,34169,282362,140523,-17876,35850,18864,93511,5006,969,1218,960,50989,83878,83878,83878,9.114,130.844,62.23,8.925,67357912,1.433,0.117,9.036,58.333,496862.313,0.142,0.29,33.137,2695.27,6.385,-0.0963,0.2652,0.7714,6470481,-0.0181,0.1868,0.5002,4195978,-0.069
1655,'002451',摩恩电气,1947.257,13.95,0.011,1.36,0.007,-0.0064,0.155,0.177,38.704,-8.17,-23.97,23.506,1.359,174241,38221,106501,67438,6827,-281,-1791,-1823,7355,1670,455,765,472,15447,43920,41375,41375,21.173,119.626,62.86,20.73,17128952,1.408,0.419,21.354,66.667,108089.891,1.016,0.475,23.794,685.357,0.333,0.1653,0.2947,0.8488,3512065,0.1091,0.2805,0.4991,2065078,0.169
1552,'002334',英威腾,651.87,3.284,0.0111,2.203,0.0051,-0.128,0.457,0.826,65.574,92.97,44.04,36.89,2.198,253784,20028,66528,166416,34504,-9693,-17053,-26336,34386,12448,-417,412,838,62407,75537,56394,56394,7.26,96.244,47.973,7.293,30216068,1.506,0.007,7.182,33.333,74612.164,-0.122,-0.21,26.193,1208.329,2.581,-0.158,0.2734,0.8926,5034023,-0.0495,0.1927,0.5149,2903852,-0.131
1776,'002593',日上集团,497.582,1.929,0.0112,2.523,0.0053,-0.129,1.042,0.47,50.483,23.35,33.43,15.417,2.523,357384,75441,175102,180419,73065,-9042,3568,-2112,34607,4966,1034,1054,783,36418,70115,46599,46599,5.101,88.079,28.469,5.184,22211696,-0.265,-0.05,4.988,50,50355.18,-0.861,-0.28,17.676,888.709,1.166,-0.288,0.3603,0.8466,3944878,-0.127,0.2122,0.5797,2701558,-0.249
2297,'300379',东方通,659.478,1.151,0.0112,6.344,0.0017,-0.0785,4.263,0.986,94.841,-5.73,30.96,80.891,6.343,188239,451,9711,178528,131962,-2176,-13443,-14705,5258,4184,-431,375,311,30081,27703,17570,17570,16.36,59.407,10.726,18.567,2590837,-1.112,-1.446,14.906,25,-363720.219,-3.391,-4.89,4.936,103.205,11.765,-0.5886,0.615,3.5341,6209557,-0.3765,0.4769,2.4616,4325091,-0.537
2227,'300290',荣科科技,906.24,3.684,0.0112,2.734,0.0041,-0.337,0.935,0.701,82.791,-13.03,-5.09,30.536,2.734,106976,12209,16190,88566,30067,-10819,-4686,-12636,8652,2541,30,373,359,23192,32143,12995,12995,10.54,65.745,18.876,10.833,14862192,-1.853,-0.182,10.376,33.333,-14104.128,-1.195,-0.38,5.328,594.843,4.259,-0.268,0.2924,2.0764,2698212,-0.0247,0.1887,1.6292,2117082,-0.167
2134,'300177',中海达,1030.14,3.236,0.0112,3.55,0.0031,-0.0676,1.904,0.724,77.42,200.92,31.39,42.375,3.544,205751,17625,37901,159292,85061,-3019,-15089,-18280,17117,7067,-81,121,489,33020,44676,31353,31353,11.681,188.686,68.466,11.687,18410840,-0.456,0.018,11.726,75,15486.879,-0.433,0.03,20.5,736.924,3.463,-0.1419,0.2764,0.9417,2952537,-0.0639,0.1765,0.5615,1760636,-0.137
1158,'000819',岳阳兴长,1214.22,5.341,0.0112,2.551,0.0043,0.0278,0.259,0.772,84.4,-11.14,40.12,6.557,2.533,83533,18769,11876,70502,7041,755,-6030,-5293,41075,2458,384,383,304,23541,27134,27132,27132,15.281,65.296,25.358,16.157,20255130,-0.238,-0.506,14.568,33.333,-57845.02,-1.567,-2.3,8.409,810.113,5.078,-0.3902,0.4263,0.7401,2008146.25,-0.3254,0.3684,0.572,1551943.5,-0.343
1398,'002154',报 喜 鸟,400.445,1.943,0.0113,1.925,0.0058,-0.0249,0.0454,0.794,60.665,48.15,16.62,61.69,1.887,398232,77491,156348,241587,5671,-3112,-3397,-12128,55406,33391,2353,2653,1406,100366,126329,106889,106889,3.952,127.434,83.356,3.824,60565544,1.042,0.063,4.008,58.333,834649.688,0.031,0.22,19.884,2421.326,1.548,-0.1688,0.2716,0.7933,8479758,-0.0584,0.1865,0.5926,6334350,-0.142
2204,'300263',隆华节能,556.463,2.307,0.0114,2.74,0.0042,0.162,1.124,0.56,73.054,275.72,15.93,22.814,2.734,332011,31889,82247,242548,99142,14324,-24616,-10802,18627,4086,1213,1311,1009,50312,88208,52408,52408,6.834,113.913,14.628,7.485,11613725,-2.24,-0.273,6.44,41.667,648004.25,-0.776,-1.11,3.603,463.219,2.445,-0.0909,0.4389,4.5009,23588370,-0.049,0.4591,4.2373,22206930,-0.055
146,'600199',金种子酒,708.621,1.998,0.0114,4.043,0.0028,-0.266,1.261,1.526,71.721,-77.03,-27.05,53.844,4.043,313291,43272,88174,224696,70080,-14812,-8204,-23016,34784,13422,1572,1741,631,84836,55578,55578,55578,8.073,100,58.651,7.975,91930896,-0.306,0.047,8.124,50,163990.953,-0.159,0.23,24.943,3676.06,2.492,-0.2326,0.3117,1.1225,6238699,-0.1237,0.2269,0.711,3951555,-0.154
2004,'300019',硅宝科技,748.617,3.857,0.0114,2.113,0.0052,0.0135,0.149,0.82,78.055,-74.59,8.81,23.909,2.107,93801,28265,20453,73217,4948,447,-1967,-1721,11691,2733,373,484,378,30447,33090,16981,16981,9.123,53.355,14.156,9.891,13655902,-1.619,-0.387,8.62,33.333,-208033.016,-1.464,-1.69,15.61,546.58,3.082,-0.3546,0.3658,1.9677,3341285,-0.2013,0.2968,1.5533,2637575,-0.297
1174,'000850',华茂股份,452.876,1.085,0.0116,4.79,0.0024,-0.044,0.0223,1.496,57.598,-22.04,31.26,7.21,4.79,792935,180829,321197,456712,2108,-4150,3812,12370,45349,2825,-576,753,1093,145852,94367,94338,94338,5.246,108.849,57.933,5.253,93146824,1.923,-0.005,5.186,50,92092.063,-0.344,-0.03,34.296,3726.31,1.062,-0.152,0.2112,0.4064,3833809,-0.0619,0.1292,0.2641,2491662,-0.117
943,'000416',民生控股,742.545,5.187,0.0116,1.611,0.007,-0.115,0.0528,0.472,94.583,155.1,-77.55,100,1.605,93379,4272,2443,88321,2810,-6126,-1268,-7437,196,1569,1009,1001,616,27757,53187,53161,53161,8.029,109.091,64.441,8.055,76556000,9.861,-0.024,7.9,41.667,117475.883,0.017,0.53,61.389,3058.793,23.035,-0.2496,0.3886,0.6589,3502943,-0.0605,0.2595,0.444,2360190,-0.182
71,'600098',广州发展,627.76,1.32,0.0117,5.465,0.0021,0.144,1.403,1.904,43.533,-80.82,-11.52,9.406,5.453,3485258,1577062,1613518,1517221,382584,39146,-39758,-103461,464449,42776,7793,8299,3203,546208,272620,272620,272620,7.495,93.299,30.485,7.594,67433984,0.022,-0.055,7.358,33.333,86261.531,-0.716,-0.44,21.105,2697.82,0.786,-0.2329,0.3302,0.4427,12067879,-0.1674,0.2191,0.2283,6223936,-0.213
1247,'000969',安泰科技,774.322,2.036,0.0117,4.449,0.0006,-0.206,2.629,0.483,46.113,-23.54,8.54,14.623,4.42,989944,294298,390575,456498,269739,-21081,-4541,-32117,101419,14433,1104,1291,1198,49543,102601,89068,89068,9.039,158.555,57.571,8.888,71082816,1.65,0.109,8.942,58.333,365537.781,0.204,0.26,33.377,2844.314,1.028,-0.1529,0.2715,0.6987,6222977,-0.0538,0.1894,0.4787,4263412,-0.086
565,'600775',南京熊猫,857.346,2.752,0.0117,3.575,0.0032,0.183,1.602,0.697,61.74,-71.69,23.9,12.754,3.568,539521,96121,186436,333100,146413,16712,-19508,-3239,85800,10273,1861,2694,1073,70121,91384,91384,67184,10.218,108.175,36.593,10.314,33674740,0.347,-0.106,9.946,66.667,141966.813,-1.26,-0.28,20.017,1346.626,1.875,-0.3407,0.4274,0.678,4555228,-0.3001,0.3631,0.4732,3179171,-0.328
214,'600289',亿阳信通,916.235,2.126,0.0119,5.064,0.0023,-0.241,2.236,1.391,78.276,5.12,4.25,72.209,5.063,413512,37495,90113,323682,141070,-15209,-1385,-17829,31142,22308,1992,2085,753,91876,63105,56592,56592,11.213,49.687,34.755,11.828,71959328,-0.272,-0.452,11.01,33.333,-300447.469,-1.131,-0.75,5.736,2877.707,3.219,-0.1571,0.1801,0.2792,1579909,-0.0638,0.097,0.0957,541786,-0.122
820,'601880',大连港  ,246.974,2.131,0.012,1.391,0.0088,-0.0036,0.227,0.105,54.616,26.75,5.04,12.528,1.386,3283236,1381266,1354848,1793184,293198,-4632,-39264,52044,245073,29574,13937,20135,15626,135039,1289454,1017980,773582,2.976,68.041,49.48,2.991,205143376,0.281,-0.001,2.956,50,344817.344,-0.19,0,25.186,8203.016,1.062,0.017,0.2823,0.9325,72137720,-0.0478,0.2006,0.3933,30425342,-0.044
1511,'002288',超华科技,657.496,4.357,0.012,1.811,0.0066,0.027,0.589,0.201,60.764,33.3,35.74,15.307,1.801,277612,57820,108923,168689,54885,2515,-47481,-8262,28366,4177,792,814,1114,18716,93164,66046,66046,7.544,169.198,87.546,7.096,57276972,3.332,0.258,7.784,66.667,1609482.375,0.904,0.77,28.106,2288.201,1.175,0.0271,0.2232,1.4168,9357746,0.1775,0.2515,1.0909,7205317,0.085
1285,'002016',世荣兆业,707.056,3.815,0.012,1.844,0.0054,-0.169,0.0637,0.609,23.448,128,199.96,46.493,1.837,767467,13032,586767,179957,5156,-13647,177,25973,13137,4215,1765,1765,972,80010,80910,64610,64610,8.786,108.933,32.566,9.251,58135668,-0.83,-0.225,8.594,50,-310608.5,-0.906,-0.67,17.355,2325.013,0.545,-0.1008,0.4779,1.7641,11397754,-0.1542,0.2974,1.2553,8110487,-0.049
1554,'002336',人人乐,1057.822,2.233,0.0122,5.779,0.0021,0.124,6.19,-1.659,41.973,-76.42,-10.8,22.127,5.237,550759,89489,319590,231169,247590,4946,-32625,-27679,265498,57131,55,1527,489,-66350,40000,33925,33925,12.5,180.086,54.527,12.045,8338360,3.855,0.399,12.584,58.333,106458.641,1.937,0.52,32.725,333.858,0.838,-0.0121,0.3596,0.56,1899967,0.1471,0.4176,0.4539,1540010,0.065
497,'600691',阳煤化工,240.95,1.401,0.0123,2.115,0.0058,0.112,1.68,-0.608,8.657,80.58,14.16,11.215,1.963,4292631,2175200,3771950,371622,295151,19590,-28466,131385,485329,52283,3335,4966,2164,-106887,175679,175639,175639,2.929,166.667,62.481,2.834,57721636,0.561,0.049,2.974,41.667,1410873.625,-0.074,0.16,30.549,2312.853,-0.31,-0.1232,0.2405,0.8905,15640567,-0.0229,0.1993,0.6089,10693842,-0.071
70,'600096',云天化  ,657.577,2.731,0.0123,2.962,0.0042,0.0793,4.186,-2.508,5.87,104.14,188.62,8.601,1.999,6667185,2472905,6153218,391379,553137,10475,2241,-140725,1611410,129372,865,5555,1626,-331391,132138,112213,112213,7.638,148.113,66.726,7.469,37764976,6.993,0.102,7.63,58.333,588571.438,0.488,0.72,52.032,1507.658,-0.175,-0.115,0.2679,0.5175,5807192,0.0012,0.2147,0.3654,4100611,-0.083
2169,'300223',北京君正,1785.772,3.324,0.0123,6.608,0.0019,-0.0907,4.444,0.977,96.269,161.3,156.35,42.953,6.596,114226,3832,4262,109964,73940,-1510,-14202,-15712,3636,1496,44,303,205,16259,16640,9858,9858,23.093,99.207,24.472,24.278,7932334,-0.135,-0.636,21.888,50,-50224.055,-1.424,-3.03,12.762,317.157,16.578,-0.5421,0.4868,3.8931,3837696,-0.185,0.3156,2.9238,2882173,-0.551
2182,'300239',东宝生物,480.412,3.789,0.0124,1.547,0.0079,-0.0144,0.33,0.166,87.566,75.9,-2.89,20.81,1.547,82747,18245,10289,72458,15227,-662,-2271,-2933,7689,1538,606,675,572,8808,46087,44493,44493,6.202,54.15,26.829,6.449,23792722,-0.552,-0.158,5.968,50,-25405.859,-1.414,-0.61,14.155,952.046,4.815,-0.2557,0.3065,0.5266,2343029,-0.1589,0.205,0.3415,1519364,-0.222
1001,'000560',昆百大Ａ,732.209,2.811,0.0124,3.23,0.0038,-0.0095,1.315,0.646,60.388,-11.83,-22.13,29.875,3.205,625836,28720,244735,377932,153889,-1117,19726,18847,33747,9320,1521,1432,1451,75630,117024,41589,41589,8.741,92.913,55.644,8.824,58881452,6.223,-0.059,8.586,50,32691.713,-0.306,0.36,52.921,2353.843,1.571,-0.1192,0.6452,2.0409,8487835,-0.0931,0.2366,0.6736,2801323,-0.201
1141,'000793',华闻传媒,831.815,2.202,0.0125,4.721,0.0026,-0.0492,1.773,1.722,68.771,-85.64,2.31,39.682,4.705,1384923,121321,380488,952433,357781,-9921,-9672,-18758,76940,29962,7085,6888,2514,347498,201737,184154,184154,10.142,93.507,81.428,9.975,143470240,3.231,0.041,10.188,58.333,557466.375,-0.353,0.48,40.298,5737.258,2.164,-0.0269,0.1948,1.0345,19050864,-0.0305,0.1941,0.7539,13882532,-0.042
2076,'300112',万讯自控,1025.892,3.77,0.0126,2.733,0.0046,0.0273,1.211,0.519,78.126,245.22,2.18,51.609,2.71,92860,21037,17509,72548,31786,717,-1084,-629,8287,4155,358,450,330,14460,26243,15999,15999,10.822,109.28,13.24,11.449,11267875,-0.161,-0.308,10.22,41.667,70991.578,-1.208,-1.748,18.674,450.096,3.129,-0.2968,0.3185,1.9987,3197824,-0.1563,0.2305,1.6305,2608741,-0.219
1355,'002102',冠福股份,307.506,2.031,0.0127,1.923,0.0071,-0.0026,0.631,0.23,68.056,-14.13,517.46,6.128,1.909,744241,102694,234142,506499,166131,-692,-57118,-17757,172123,10416,4506,4012,3340,60696,263384,120766,120766,4.009,68.217,41.694,4.134,131812384,-0.337,-0.076,3.94,16.667,-314750.156,-1.097,-0.24,11.519,5273.521,1.776,-0.2524,0.2789,1.0791,13031381,-0.186,0.2293,0.7285,8797322,-0.224
526,'600724',宁波富达,354.335,2.497,0.0127,1.802,0.0071,-0.246,0.18,0.476,16.984,-92.03,-59.88,28.716,1.78,1533412,59551,1191926,260431,26015,-35509,-882,-60922,64031,15460,3719,5276,1831,68733,144524,144494,144494,4.621,79.577,32.429,4.748,53365076,0,-0.088,4.506,33.333,-24905.34,-1.181,-0.24,21.94,2134.838,0.598,-0.237,0.2992,0.2056,2970979,-0.1685,0.2125,0.117,1690369,-0.219
315,'600433',冠豪高新,492.503,3.148,0.0128,1.965,0.0064,0.0362,0.547,0.348,61.421,47.14,13,18.003,1.963,414551,221101,158736,254620,69587,4605,-1720,-4792,42216,7400,1764,1853,1624,49113,127132,119028,119028,6.079,165,79.617,5.76,87363536,2.608,0.174,6.216,58.333,1108471,0.58,0.58,28.372,3491.829,1.208,-0.1567,0.3291,0.9787,11649456,-0.0263,0.2284,0.7812,9298632,-0.121
1800,'002621',三垒股份,1128.977,4.49,0.0128,3.352,0.0038,0.0327,1.172,1.045,96.205,-33.88,-6.44,36.846,3.352,117600,6484,3955,113137,50795,1104,-8292,-7188,1586,554,481,508,432,35268,33750,20204,20204,22.325,48.968,68.64,23.074,6876551,3.131,-0.858,22.286,58.333,-37694.41,-1.179,0.75,36.702,275.297,18.623,-0.1575,0.2966,0.1434,289657,0.0848,0.2033,0.0459,92825,-0.09
1717,'002523',天桥起重,259.694,2.362,0.0129,1.816,0.007,-0.051,0.455,0.315,61.613,34.55,-5.08,25.067,1.816,300940,43558,106042,185419,62864,-5158,2446,-1946,16356,3877,1168,1636,1301,33565,101189,78887,78887,5.32,43.59,31.569,5.367,32011200,-1.473,-0.042,5.282,50,-65726.367,-0.904,-0.06,19.816,1280.194,1.72,-0.1571,0.1861,0.4134,3261028,-0.0643,0.1158,0.2235,1763042.75,-0.126
118,'600166',福田汽车,218.064,0.995,0.013,2.824,0.0046,-0.252,1.175,0.354,32.665,17.31,31.92,13.966,2.823,5819084,1211444,3904260,1900822,783993,-167804,-72787,-38408,1097257,132097,-7558,10232,8715,253689,667013,667013,667013,2.831,91.526,65.699,2.842,331459776,1.478,-0.01,2.819,50,1384094.5,-0.53,-0.074,25.724,13253.933,0.417,-0.1101,0.2676,0.7528,50215916,-0.1074,0.1592,0.526,35085988,-0.127
2039,'300062',中能电气,334.695,1.759,0.013,2.804,0.0046,-0.127,0.764,0.959,48.96,-66.67,-48.6,40.725,2.803,179550,38113,84638,87907,38938,-3912,-5309,-7974,13221,5327,317,638,400,31072,30800,18934,18934,10.598,58.027,21.494,11.282,9050995,-0.605,-0.378,10.106,41.667,-256259.844,-1.424,-1.69,12.33,361.881,1.208,-0.3851,0.4446,2.756,5218268,-0.126,0.3192,2.2293,4221068,-0.28
1142,'000795',英洛华,479.588,3.561,0.013,1.751,0.0076,0.0495,0.944,-0.235,79.264,-10.95,-5.47,23.203,1.75,250412,59797,49093,198487,107030,5609,-1246,3676,32967,7385,1150,1808,1499,-26660,113368,65279,65279,6.391,170.168,33.622,6.384,118067928,-0.37,0.029,6.242,50,1042526.063,-0.103,-0.15,25.038,4725.092,2.997,-0.1431,0.2384,2.3432,15296092,0.0328,0.2151,1.9885,12980938,-0.07
1012,'000573',粤宏远Ａ,484.163,2.293,0.013,2.645,0.0047,-0.0557,0.891,0.409,52.42,6.87,-81.07,27.114,2.643,326137,5309,153469,170962,55476,-3469,-41,49875,7095,1660,911,961,809,31694,62276,62276,62217,6.242,100.422,53.092,6.386,117286392,3.476,-0.1,6.12,41.667,-190438.641,-0.826,-0.12,38.022,4690.572,1.396,-0.3113,0.3991,1.4879,9257040,-0.1265,0.2916,1.0169,6326681,-0.234
282,'600378',天科股份,890.555,4.586,0.013,2.495,0.0053,-0.064,0.515,0.774,76.603,298.41,14.23,23.596,2.48,97947,27264,22916,75031,15309,-1901,-6,-1907,8072,1815,486,483,395,23906,29719,29719,29719,11.95,73.861,21.757,12.166,33441936,-0.933,-0.135,11.69,33.333,6013.711,-0.892,-0.71,10.677,1337.76,2.966,-0.1861,0.2439,0.8992,2672457,-0.016,0.2848,0.6744,2004310,-0.118
491,'600685',中船防务,1970.201,3.492,0.013,7.318,0.0018,-1.449,4.859,0.827,23.612,1677.1,-5.91,8.329,7.308,4390349,1076392,3347416,1036672,686787,-204784,39610,-212394,408101,32435,-2658,2282,1841,119207,141351,79547,54934,26.765,87.591,30.244,27.177,52319980,-3.033,-0.309,26.269,41.667,27453.311,-1.321,-1.504,19.507,2093.571,0.448,-0.2033,0.5581,1.5541,8537182,-0.2971,0.3911,1.0269,5641377,-0.235
74,'600103',青山纸业,379.834,2.743,0.0131,1.814,0.0073,-0.0691,0.76,-0.0611,67.066,201.8,20.56,21.713,1.812,479677,138879,141075,321699,134736,-12249,20741,2881,61039,12814,3345,3502,2327,-10837,177371,106184,106184,4.864,142.132,76.152,4.423,133643768,-0.725,0.27,5.056,50,1877482.75,1.683,0.53,28.636,5349.961,1.896,-0.0582,0.3133,1.6332,17341620,0.0162,0.3259,1.4428,15319826,-0.04
190,'600257',XD大湖股,499.355,2.455,0.0132,2.665,0.0049,-0.246,1.247,0.326,81.286,11.3,13.24,22.41,2.62,158943,20610,24689,129198,60026,-11829,-7760,-28054,19514,4157,617,736,633,16632,48124,42705,42705,6.905,70.463,35.866,7.185,77262608,-2.23,-0.165,6.706,41.667,-48910.93,-1.479,-0.67,19.615,3089.198,3.882,-0.3363,0.4052,1.0137,4329174,-0.192,0.2843,0.7419,3168434,-0.29
1844,'002683',宏大爆破,641.672,2.079,0.0133,4.106,0.0033,0.0104,2.264,0.741,51.818,126.33,96.98,20.964,4.083,555827,102214,245419,288016,158852,727,-5797,4065,58180,11835,915,990,936,51998,70149,50909,50909,8.762,95.786,34.578,8.835,10259196,-1.393,-0.073,8.628,50,196939.641,-1.039,-0.54,17.724,409.451,1.3,-0.1355,0.3685,1.4097,7176772,-0.2539,0.2929,0.7672,3905761,-0.197
1789,'002609',捷顺科技,1129.819,4.778,0.0133,3.026,0.0042,-0.163,1.533,0.523,88.714,42.16,18.72,44.027,3.025,236082,9988,26171,209438,102043,-10821,-572,-11465,10257,4466,569,993,886,42827,66568,30283,30283,15.141,90.239,68.664,15.159,23821110,0.709,-0.006,15.068,16.667,42845.512,-0.351,-0.52,24.716,953.377,5.927,-0.0812,0.223,0.5113,1548477,-0.0465,0.1585,0.368,1114481,-0.052
1410,'002169',智光电气,249.099,0.96,0.0134,3.374,0.0039,-0.077,1.954,0.387,74.407,3.14,-9.1,20.528,3.362,366741,101323,73307,272882,193321,-6066,918,-2140,24069,4761,199,881,1053,37558,78779,50376,50376,7.03,69.93,16.805,7.465,33245278,-2.068,-0.282,6.762,41.667,-237440.625,-1.936,-0.79,10.506,1329.199,2.906,-0.36,0.3863,1.2504,6299046,-0.2198,0.2547,0.7725,3891734,-0.307
575,'600787',中储股份,656.395,2.076,0.0135,4.234,0.0032,-0.108,1.623,1.077,44.724,-87.01,88.31,2.369,4.225,2099902,198735,1138242,939153,356935,-23700,-3505,1557,556770,10330,-7246,4040,2977,244503,219980,185983,185983,8.511,138.603,74.602,8.066,200557264,1.822,0.246,8.834,41.667,1535629.125,0.74,0.94,38.116,8027.073,1.269,-0.0149,0.4287,1.3992,26022140,-0.0277,0.2311,0.7329,13630251,0.021
1077,'000680',山推股份,426.362,2.215,0.0136,2.618,0.0052,0.031,0.959,0.361,33.411,7.38,31.5,14.959,2.618,972177,201566,618898,324813,119013,3849,1362,3259,161673,22297,1270,1700,1684,44738,124079,105695,105695,5.674,130.412,69.304,5.555,199394288,3.266,0.06,5.652,58.333,1153522,-0.018,0.27,45.378,7968.523,0.58,-0.0845,0.4304,3.7472,39605772,-0.0744,0.2247,1.489,15737743,-0.18
1189,'000880',潍柴重机,764.536,2.193,0.0136,4.741,0.0029,0.271,2.134,1.322,40.111,-43.51,1.58,13.106,4.741,326328,123230,194735,130892,58911,7490,-350,7135,39201,4495,-40,456,376,36500,27610,13514,13514,11.015,54.528,18.821,11.84,21453046,-0.866,-0.517,10.408,33.333,-176848.953,-1.993,-1.91,13.113,857.818,0.455,-0.3584,0.4183,3.3648,4547052,-0.3171,0.4453,2.5633,3463951,-0.312
661,'600892',大晟文化,229.76,0.958,0.0137,2.998,0.0046,0.184,2.067,-0.0838,63.506,-60.21,-17.25,93.157,2.995,264131,990,94101,167740,157582,10306,24362,34950,3119,2875,725,869,767,-4687,55946,25160,25160,11.848,87.226,54.329,12.316,21513156,-0.728,-0.467,11.662,33.333,-306641.406,-2.237,-0.17,12.35,860.136,1.094,-0.2868,0.4172,3.5331,8889285,-0.014,0.5768,3.0419,7653245,-0.18
452,'600624',复旦复华,511.517,4.364,0.0137,1.606,0.0085,-0.069,0.252,0.35,48.419,29.85,10.62,37.563,1.6,227053,42543,110142,109938,17256,-4738,-1335,-6682,16917,6180,1381,1473,935,23931,68471,58331,58331,6.937,100,65.797,6.95,172216832,3.111,-0.009,6.806,58.333,278656.563,-0.331,0.04,33.845,6887.461,1.066,-0.1741,0.2558,0.6879,4012688,-0.0746,0.1688,0.4824,2814011,-0.151
2228,'300293',蓝英装备,888.462,4.849,0.0137,2.51,0.0056,0.15,0.589,0.723,37.266,-40.22,-25.29,31.779,2.509,181851,15001,113914,67769,15908,4052,-104453,-37853,5420,1650,162,397,369,19532,27000,26813,26813,12.986,70.736,13.787,13.945,11472187,-2.047,-0.605,12.272,33.333,-80314.539,-2.048,-2.09,15.104,458.64,0.863,-0.2971,0.3194,0.5924,1588453,-0.1466,0.2703,0.3975,1065903,-0.248
485,'600677',航天通信,939.485,2.163,0.0138,5.974,0.0023,-0.306,4.07,0.876,21.861,-53.31,45.69,9.095,5.896,1430785,134750,1002723,312781,212387,-15954,-13474,-11188,356615,31125,851,3627,723,46754,52179,41643,41643,13.392,103.534,24.447,13.73,82157960,-1.034,-0.178,13.054,58.333,122677.633,-1.049,-0.85,20.497,3285.276,0.619,-0.2648,0.3895,1.4434,6010596,-0.2186,0.2838,0.9435,3929110,-0.271
1118,'000752',西藏发展,989.763,4.571,0.0138,2.988,0.0046,0.142,0.0912,1.703,54.831,-0.89,-3.74,25.653,2.988,143737,15326,15935,78813,2406,3753,-20042,-15569,9340,2313,1334,1346,365,44927,26376,26375,26375,13.618,196.746,42.476,13.119,61397872,0.401,0.33,13.636,58.333,438590.031,0.385,0.98,25.652,2455.284,3.951,-0.1278,0.3842,1.8727,4939340,-0.0568,0.2752,1.131,2983045,-0.159
1099,'000718',苏宁环球,400.046,2.222,0.0139,2.302,0.0056,0.133,0.342,0.885,35.572,94.26,8.22,32.645,2.3,2134655,13624,1277737,759348,103757,40301,-38147,8212,55552,16182,6530,6639,4219,329221,303464,228911,228911,5.688,68.047,35.771,5.839,99849840,0.238,-0.105,5.56,41.667,-241085,-1.172,-0.3,22.844,3994.712,1.052,-0.2283,0.2613,0.4058,9289852,-0.1538,0.1931,0.2887,6607873,-0.186
