series,代码,名称,市盈率,市净率,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,固定资产,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,BBI,ARBR,KDJ,BOLL,OBV,BIAS,MACD,MA,PSY,WVAD,CD,MI,DMI-QLL,ABV,Z-SCORE,122日涨幅,122日振幅,122日换手,122日总量,92日涨幅,92日振幅,92日换手,92日总量,GB
1820,'002649',博彦科技,54.516,0.917,0.0567,3.523,0.016,0.0042,1.697,1.135,71.093,23.71,10.75,28.176,3.487,265535,21051,76858,188776,124632,224,-2476,-2764,49367,13579,3162,3714,2992,62864,52731,41359,41359,10.443,90.156,12.03,11,21611210,-2.973,-0.365,10.046,50,-226854.828,-1.801,-1.12,16.23,865.465,2.388,-0.2908,0.4031,1.931,7986511,-0.1992,0.2613,1.3067,5404441,-0.271
1860,'002703',浙江世宝,482.861,5.808,0.0568,4.722,0.0121,0.119,2.086,1.221,71.189,6.67,13.2,21.118,4.722,209505,58943,58308,149146,65904,3755,3402,7279,28312,5769,1755,2077,1795,38580,31586,22525,13853,26.642,163.331,46.141,26.29,5285297,4.068,0.438,26.182,50,299482.688,1.012,-0.63,37.691,211.412,2.394,-0.1643,0.5032,3.0745,4259193,0.0533,0.367,2.3988,3323142,-0.154
2209,'300271',华宇软件,231.115,5.013,0.057,2.711,0.0209,-0.413,0.719,1.336,64.027,33.25,36.67,48.543,2.697,287774,21784,98580,184253,48038,-27605,-9690,-15271,27762,13248,2233,4029,3805,92413,66780,49148,49148,14.745,78.243,23.278,15.677,17665428,-1.848,-0.604,14.084,25,-232400.5,-1.945,-2.87,7.627,707.146,2.09,-0.1961,0.2949,0.8157,4008840,-0.1381,0.2532,0.6251,3072368,-0.205
903,'000055',方大集团,77.974,2.276,0.0572,1.822,0.0283,-0.0041,0.0615,0.683,37.2,205.38,22.26,31.199,1.819,653954,50083,416900,243273,46738,-485,-20391,-11969,57355,14221,8547,8836,6776,108458,118364,113391,62998,7.142,73.75,31.982,7.254,107831176,0.047,-0.097,7.046,58.333,-45937,-1.122,-0.2,20.11,4314.013,1.101,-0.2815,0.3769,0.9925,6252436.5,-0.2133,0.2948,0.6874,4330383,-0.256
1097,'000715',中兴商业,179.904,2.336,0.0573,4.343,0.0131,0.114,1.135,1.721,57.408,60.86,-4.33,20.37,4.343,214463,68042,91344,123120,31672,3173,-5040,-1867,64569,12470,2155,2161,1600,49978,27901,27855,27855,10.713,67.598,19.759,11.125,16251830,-0.653,-0.305,10.3,50,-20392.283,-1.71,-1,21.602,649.883,1.671,-0.3194,0.3397,0.742,2066757,-0.1475,0.2402,0.5398,1503664,-0.272
749,'601188',龙江交通,80.15,1.596,0.058,2.912,0.02,0.111,0.928,0.905,68.447,2.31,1.94,61.344,2.906,559912,153415,173598,383241,122168,14624,-223,11360,11239,6704,8911,8946,7576,119064,131588,131588,131588,4.689,110.656,42.149,4.777,21679910,1.735,-0.053,4.582,58.333,74456.742,-0.777,-0.2,28.39,866.882,1.923,-0.2349,0.3556,0.4175,5494208,-0.105,0.1641,0.1627,2140740,-0.195
181,'600242',中昌数据,293.6,5.104,0.058,3.336,0.0174,0.0809,3.937,-1.676,65.732,447.77,541.85,10.768,3.336,212175,7614,72707,139468,164587,3384,-10,65455,49896,5300,2919,2922,2407,-70040,41801,26730,26730,17.293,88.339,44.946,17.503,22248956,-1.008,-0.289,17.412,41.667,-203048.281,-0.842,0.6,52.223,892.035,1.22,-0.2028,0.4993,4.8762,13034123,0.0425,0.3847,3.114,8323697,-0.13
431,'600599',熊猫金控,421.431,5.61,0.058,4.297,0.0134,0.202,3.049,0.175,58.862,1341.91,28.14,78.053,4.207,122867,1872,49557,72322,50608,3347,699,3261,10754,8337,1135,802,962,3894,16600,16600,16600,24.084,73.396,71.179,24.165,21398308,2.864,-0.013,24.04,33.333,61520.066,-0.08,0.38,34.543,855.718,1.349,-0.1302,0.2293,1.4599,2423411,0.0423,0.2025,0.9534,1582723,-0.015
946,'000419',通程控股,114.474,1.828,0.0581,3.518,0.0171,-0.267,0.768,1.499,52.451,-6.06,1.96,20.376,3.206,377073,121695,164801,197778,41740,-14527,-12729,-34813,102367,22056,4748,4856,3159,87998,54358,54329,54329,6.734,80.303,42.426,6.847,67659624,0.7,-0.064,6.636,66.667,32305.018,-0.721,-0.25,26.627,2706.158,1.4,-0.2225,0.2596,0.5355,2909188,-0.1353,0.1869,0.3598,1954593,-0.171
879,'000018',神州长城,121.902,6.467,0.0583,1.039,0.0544,-0.263,-0.765,0.722,22.369,29.3,14.62,25.208,1.035,834265,12469,642368,186619,-129935,-44715,-9734,-36182,105987,26651,12455,12418,9903,132813,169825,101721,75341,7.348,75.51,24.331,7.639,38726388,-0.186,-0.198,7.136,41.667,-308849.094,-1.518,-0.49,14.302,1548.342,0.892,-0.3152,0.4164,2.3574,17760856,-0.2684,0.3337,1.7966,13536011,-0.307
462,'600640',号百控股,270.667,2.962,0.0583,5.32,0.0115,0.112,3.237,0.795,71.51,90.55,8.54,22.486,5.124,592788,79803,116561,423905,257561,8896,-167520,-158666,122178,26799,7259,7203,4639,63792,79570,53536,53536,16.142,88.156,31.094,16.63,39262204,0.653,-0.203,15.682,50,-55953.676,-0.619,-0.823,22.678,1570.601,3.265,-0.1866,0.2963,0.4296,2299791,-0.1245,0.2035,0.2743,1468641,-0.142
971,'000521',美菱电器,101.822,1.211,0.0587,4.876,0.012,0.528,2.573,0.925,35.23,14.14,25.29,19.965,4.874,1463542,117938,940754,515613,268796,55127,-45601,27717,366660,70324,6665,7267,6130,102940,104460,75430,59243,6.089,82.895,26.484,6.248,77895928,1.033,-0.072,5.936,50,-241228.891,-0.52,-0.36,25.522,3115.086,0.97,-0.2128,0.265,1.1558,6847551,-0.1286,0.1879,0.7907,4684516,-0.157
1817,'002645',华宏科技,270.68,2.124,0.0587,7.455,0.0079,0.191,5.124,1.159,84.694,-16.86,38,16.641,7.455,184985,33916,26889,156671,107330,3993,3492,5915,25279,4048,1272,1393,1230,24801,20945,14863,14863,16.548,66.867,19.429,17.509,5243488.5,-0.311,-0.589,15.886,50,-22435.873,-1.696,-1.86,24.737,209.523,4.201,-0.38,0.4202,0.8414,1250559,-0.2546,0.3085,0.5349,795023,-0.365
76,'600105',永鼎股份,128.352,2.767,0.059,2.637,0.0216,0.0532,0.59,0.779,61.075,23.22,-16.13,25.071,2.634,423497,52456,131865,258652,55738,5031,-398,4303,45373,11353,7644,7970,5538,83021,94499,76191,76191,7.862,51.154,33.515,8.039,125241432,-1.546,-0.12,7.712,25,-70736.625,-1.164,-0.58,5.848,5010.088,1.906,-0.2091,0.2857,0.5413,4124403,-0.1741,0.2216,0.3713,2829234,-0.24
2069,'300102',乾照光电,137.088,2.242,0.059,3.598,0.0165,0.0258,2.134,0.398,76.758,7598.9,36.32,31.226,3.598,331158,137167,76966,254192,150322,1820,-5534,-2438,26796,8133,4068,4888,4157,28738,70455,60092,60092,8.296,96.875,28.104,8.413,18909090,-0.163,-0.019,8.1,41.667,19542.932,-0.105,-0.71,15.875,755.842,2.674,-0.0523,0.1963,1.443,8671561,0.0765,0.223,1.0079,6056558,-0.009
1507,'002284',亚太股份,169.008,2.727,0.059,3.556,0.0163,-0.302,1.542,0.824,51.653,2.25,21.27,17.876,3.555,522103,139056,246721,269682,113704,-22289,-11194,-15610,102692,17882,5220,5373,4353,68135,73756,68597,68597,10.525,108.564,13.941,10.975,35519800,-1.902,-0.239,10.126,25,-89431.156,-1.134,-1.24,18.945,1422.04,1.181,-0.3221,0.347,1.3086,8976548,-0.2041,0.2476,0.9573,6566775,-0.278
1237,'000958',东方能源,59.637,1.482,0.0593,2.365,0.0245,0.0149,1.135,0.161,47.298,-61.71,5.95,14.896,2.351,562787,370206,282182,266188,180236,1639,-27460,2782,78570,10917,8902,8911,6541,23265,110227,66645,66645,7.443,86.264,23.746,8.11,73688912,2.049,-0.464,7.002,41.667,-611806.25,-2.288,-0.96,29.132,2951.263,0.785,0.0278,0.6819,10.6234,70799120,-0.1435,0.5682,8.1337,54206668,0.021
2300,'300383',光环新网,94.825,1.34,0.0593,4.196,0.0141,-0.0357,2.821,0.34,67.849,42.84,181.1,21.419,4.138,905191,270206,252467,614161,480309,-5162,-9885,-14566,86624,18516,9900,9823,8582,56391,144635,136463,136463,12.094,68.085,18.655,12.899,35308992,-1.852,-0.361,11.476,41.667,-843333.375,-0.908,-1.99,11.813,1410.28,1.898,-0.1101,0.2651,1.6927,23099118,0.0282,0.3063,1.4363,19600558,-0.05
747,'601179',中国西电,94.448,1.49,0.0594,3.666,0.0159,-0.148,2.256,0.324,56.933,30.92,2.14,35.318,3.663,3390726,508679,1349395,1930436,1156402,-75802,-19362,-96799,247863,90417,33431,34459,30444,217491,512588,512588,512588,5.539,105.785,77.934,5.515,74435312,2.691,0.012,5.506,50,538743.188,-0.171,0.08,36.782,2974.326,1.501,-0.0487,0.2941,0.3507,17974370,-0.1115,0.2198,0.1918,9829272,-0.106
1863,'002707',众信旅游,190.31,5.212,0.0595,2.167,0.0275,-0.255,0.469,0.785,44.842,37.34,11.49,10.941,2.077,412249,5826,210250,184863,39558,-21478,5372,-21044,223631,24753,7834,7838,5020,68350,84353,45429,45429,11.991,118.864,13.6,12.388,7267436,-2.166,-0.211,11.578,33.333,33399.457,-1.106,-1.76,22.354,290.872,1.511,-0.2368,0.3627,0.9839,4469928,-0.2101,0.2705,0.5694,2586915,-0.256
2407,'300528',幸福蓝海,202.346,2.355,0.0596,4.928,0.012,0.292,2.308,1.524,78.253,35.2,-4.21,47,4.406,238607,35224,49692,186717,92207,10880,-45312,-34431,34800,15246,2106,2462,2221,59900,37261,9316,9316,15.277,60.25,10.734,16.325,1035763.5,-3.565,-0.706,14.594,33.333,-60238.391,-2.397,-2.44,12.396,41.32,3.368,-0.4365,0.4853,1.9902,1853956.38,-0.2825,0.3108,1.165,1085313.38,-0.374
1439,'002202',金风科技,244.308,1.977,0.0596,7.366,0.0081,-0.82,2.992,2.471,32.598,-51.25,-10.03,32.972,7.346,6181265,1792668,4097104,2014991,818530,-224325,-125030,-339323,358389,116912,18615,22227,18064,675964,273554,265757,215752,14.951,102.326,36.339,15.252,94050784,-0.944,-0.143,14.754,50,92910.289,-0.571,-0.56,14.85,3762.709,0.695,-0.1214,0.2213,0.4847,10457921,-0.072,0.1383,0.3029,6534494,-0.094
1862,'002706',良信电器,91.438,1.792,0.0597,2.862,0.0154,0.0606,1.123,0.632,82.9,29.01,20.3,38.044,2.816,191190,23986,32694,158496,83999,3139,-2428,708,28552,10684,3612,3636,3091,43035,51758,36330,36330,11.298,74.395,23.197,11.687,7417253.5,0,-0.235,10.998,33.333,-34798.73,-1.126,-0.84,16.36,296.745,3.977,-0.1964,0.2889,0.3558,1292516,-0.1425,0.2084,0.2055,746578,-0.198
1326,'002064',华峰氨纶,82.6,2.669,0.06,1.857,0.0321,-0.0667,0.0117,0.684,58.24,316.83,68.51,20.195,1.852,534614,221150,223255,311360,1969,-11181,-2416,-12829,97732,19409,11552,11653,9838,114728,167680,151516,151516,4.95,104.255,67.783,4.911,94226792,1.454,0.019,4.918,50,308857.25,-0.225,0.06,34.182,3770.462,1.467,-0.0809,0.1562,0.5696,8630919,-0.004,0.1076,0.3809,5770514,-0.049
509,'600705',XD中航资,97.633,2.311,0.06,2.467,0.0233,-2.76,0.455,0.486,15.151,-3.16,10.86,46.407,2.465,15015333,601019,12318090,2274962,408169,-2477625,-672296,-2700463,104094,75052,91656,91899,53159,496534,897633,761855,761855,5.783,132.773,82.604,5.663,677700160,1.474,0.041,5.838,58.333,1525759,-0.383,0.297,27.605,27112.59,0.083,-0.0549,0.1807,0.377,28723252,-0.0364,0.1435,0.2651,20196820,-0.037
1432,'002195',二三四五,104.076,3.028,0.06,2.063,0.0309,-0.0261,0.674,0.407,87.564,123.87,11.5,90.005,2.063,773842,6525,87951,677608,221478,-8567,-31289,-19067,42050,37707,22099,22370,20959,133648,328545,183762,183762,6.521,163.6,23.289,6.712,74009416,-1.716,-0.036,6.358,50,2557640,-0.052,-0.61,18.088,2960.377,5.684,-0.148,0.2436,2.1549,39598832,-0.0263,0.2689,1.667,30633532,-0.08
1746,'002556',辉隆股份,115.805,2.219,0.06,3.062,0.0187,-0.208,1.121,0.813,27.841,55.42,55.85,6.31,3.037,807137,55470,566498,224715,80462,-14930,3020,21902,284565,17569,5019,5734,4158,63342,71760,69599,69599,7.06,98.712,41.746,7.162,91466680,0.598,-0.067,6.886,58.333,91483.625,-0.824,-0.25,25.137,3658.263,0.8,-0.2683,0.3215,0.887,6173200,-0.1292,0.2124,0.618,4301304,-0.219
1182,'000863',三湘印象,117.622,0.964,0.06,4.658,0.0133,-1.132,2.351,1.609,52.272,-79.42,-78.46,41.932,4.655,1232434,4451,588674,644224,325200,-156531,-9419,-65270,63027,20269,11674,12012,8536,222493,138299,91675,91675,7.206,63.277,29.335,7.308,18059588,-0.536,-0.073,7.126,33.333,-4641.687,-0.83,-0.23,8.362,722.604,1.738,-0.1759,0.2176,0.3453,3165704,-0.1338,0.1557,0.2406,2205959,-0.147
1009,'000570',苏常柴Ａ,125.222,1.763,0.06,4.232,0.0148,-0.0937,0.293,1.193,60.977,44.1,10.49,11.656,4.232,392408,60623,151224,239280,16433,-5260,-4950,-10218,72316,8185,1985,3785,3499,68636,56137,56137,41137,7.307,130.288,75.407,7.086,65462528,3.129,0.119,7.364,66.667,436619,0.174,0.52,38.285,2620.157,1.675,-0.1624,0.2983,0.8642,3555113,-0.0489,0.2158,0.6974,2868977,-0.127
1616,'002406',远东传动,127.039,1.877,0.06,3.91,0.0149,0.0313,1.592,1.139,88.14,14.05,68.51,31.048,3.91,258423,69237,30598,227775,89305,1753,-3392,-2379,29991,8957,3956,3927,3366,72315,56100,39713,39713,7.762,118.779,32.788,7.851,23501300,-0.087,-0.051,7.672,58.333,70372.398,-0.64,-0.32,24.289,940.414,5.556,-0.2015,0.3894,2.3629,9383808,-0.1398,0.2282,0.9902,3932466,-0.195
1896,'002752',昇兴股份,131.334,3.774,0.06,2.103,0.0306,0.105,0.349,0.705,64.353,-13.02,-11.53,20.211,2.1,277287,116452,92777,178443,41862,8717,-16767,3868,50019,9777,6341,6806,5002,68377,83318,15988,15988,11.298,60.636,14.028,11.998,6514116,-3.241,-0.454,10.73,25,-56800.508,-2.079,-1.81,10,260.69,1.811,-0.3353,0.3423,1.2243,1957413.25,-0.1908,0.2868,0.8389,1341287.5,-0.26
2194,'300251',光线传媒,131.664,3.248,0.06,2.392,0.0261,0.121,0.471,0.613,77.238,-12.99,34.96,38.677,2.382,923799,2302,201634,713522,138172,35579,15627,51189,60949,23492,19174,19241,18504,191482,293361,275203,275203,8.047,96.429,31.632,8.181,97438504,-0.104,-0.086,7.948,33.333,-394341.656,-0.763,-0.34,15.795,3898.418,2.884,-0.1654,0.1906,0.3103,8538750,-0.0501,0.112,0.2266,6235243,-0.155
1847,'002688',金河生物,131.83,3.271,0.06,2.268,0.027,0.0529,0.668,0.493,56.18,-18.82,-2.89,36.579,2.264,273440,67094,110646,153618,42434,3358,-10051,5191,33807,12008,5025,5268,4103,40859,63529,52862,52862,8.144,89.143,20.196,8.343,21145556,-0.416,-0.114,7.93,41.667,-499437.719,-0.953,-0.84,23.734,844.562,1.354,-0.2091,0.3112,1.0856,5738748,-0.2146,0.253,0.7946,4200223,-0.173
735,'601117',中国化学,134.142,1.43,0.06,5.521,0.0112,-0.37,1.118,3.352,32.944,-18.85,-4.85,13.151,5.519,8428946,780146,5471702,2776818,551339,-182648,-56786,-252416,1051456,134344,49470,51287,31025,1706858,493300,493300,493300,7.474,201.648,88.332,6.972,107037792,6.348,0.295,7.714,75,3896788.75,1.558,1.288,40.319,4274.142,1.033,-0.0582,0.3746,0.8608,42465128,-0.103,0.3568,0.6021,29702736,-0.069
2113,'300154',瑞凌股份,134.638,2.288,0.06,3.381,0.0183,0.119,1.552,0.627,84.983,36.41,19.96,30.935,3.373,185698,8345,27346,157812,69366,5295,-56,4907,16213,4889,2952,3310,2864,34722,44700,31382,31382,8.133,81.994,44.015,8.32,15072363,2.194,-0.107,7.904,41.667,22089.844,-0.684,-0.39,40.267,602.414,4.779,-0.1825,0.2508,0.6898,2164626,-0.0412,0.1424,0.4457,1398733,-0.117
1591,'002375',亚厦股份,138.768,1.538,0.06,5.372,0.0103,-0.659,1.371,2.776,40.964,-29.42,-15.81,15.475,5.362,1770353,46658,1016229,725215,183731,-88308,-9805,-81950,160433,24286,9039,9122,7406,377360,134000,117332,117332,8.499,90.086,26.293,8.797,25065512,0.84,-0.195,8.25,41.667,-15710.71,-1.243,-0.62,29.503,1001.171,1.145,-0.2398,0.3213,0.4977,5839160,-0.1781,0.2231,0.3479,4082540,-0.254
1491,'002264',新 华 都,138.768,3.28,0.06,2.539,0.0229,0.134,1.67,-0.293,50.019,-16.35,-3.48,21.386,1.974,347425,34317,176147,173779,114352,9145,3658,1882,182687,38617,4919,5098,3934,-20078,68456,57608,57608,8.582,55.204,22.911,8.992,21581760,-0.494,-0.374,8.416,33.333,-406803.25,-1.572,-0.75,6.73,862.523,1.111,-0.1724,0.2345,0.3601,2074495,-0.082,0.1967,0.1449,834670,-0.124
1579,'002363',隆基机械,141.907,1.754,0.06,4.834,0.0133,0.355,2.799,0.924,69.023,2.1,11.6,16.268,4.83,271384,84643,76509,187317,108003,13695,-9309,3794,46511,7358,2837,2842,2482,36446,38587,38557,38557,8.864,84.542,19.195,9.215,13371883,-0.655,-0.243,8.56,25,-33596.426,-1.626,-0.94,12.066,535.121,2.191,-0.2907,0.4484,1.7117,6599753,-0.357,0.3915,1.0546,4066053,-0.262
1357,'002104',恒宝股份,143.228,3.656,0.06,2.35,0.025,-0.573,0.119,0.994,79.052,-29.46,-23.07,34.103,2.349,212173,32780,41441,167726,8479,-40888,1974,-38943,29372,9745,3149,4803,4140,70953,71365,70315,70315,8.967,73.803,16.151,9.287,61079808,-0.895,-0.162,8.636,16.667,108269.375,-0.879,-1.21,10.348,2443.192,3.655,-0.2203,0.2473,1.4611,10273464,-0.0148,0.1864,1.204,8466120,-0.147
1786,'002604',龙力生物,146.863,1.657,0.06,5.318,0.011,0.102,3.069,1.097,72.423,169.77,87.3,34.718,5.317,440217,70203,121163,318817,184024,6125,-2355,1722,27036,9083,3769,4029,3387,65792,59956,43143,43143,9.043,110.318,30.681,9.164,20902858,-0.392,-0.062,8.872,33.333,115311.969,-0.637,-0.68,22.774,836.71,2.078,-0.1791,0.2382,1.1876,5123566,-0.074,0.149,0.7665,3306807,-0.17
671,'600917',重庆燃气,150.497,3.761,0.06,2.271,0.0258,0.0643,0.648,0.45,45.048,0.13,-1.5,14.597,2.271,829391,294282,418597,373627,100823,10004,-13896,-1892,141165,19590,10175,11092,9504,90291,155600,15600,15600,9.212,66.797,34.395,9.411,7916102,0.478,-0.149,8.992,50,4922.202,-1.168,-0.56,17.259,316.799,0.946,-0.2764,0.301,1.3299,2074649,-0.1696,0.2078,0.8879,1385121,-0.25
168,'600226',瀚叶股份,151.488,3.841,0.06,2.366,0.056,-0.0217,1.027,0.229,68.154,32.05,32.48,12.876,2.364,598706,46074,190165,408043,177080,-3745,-18436,59069,31966,3822,9591,9826,9791,39458,172453,109498,109498,9.175,131.65,32.717,9.163,146188944,0.456,-0.014,9.088,50,93498.086,-0.596,0,25.96,5847.933,1.695,-0.1587,0.3183,0.7196,7879113,-0.1292,0.2108,0.4214,4614755,-0.17
1489,'002261',拓维信息,152.48,2.642,0.06,3.443,0.0183,-0.0253,1.715,0.698,89.335,2.06,33.88,62.505,3.425,430736,21256,46139,384796,190608,-2806,-2679,-6097,29457,18273,7373,7825,6972,79816,111115,92568,92568,10.545,45.727,12.951,11.721,65216516,-9.465,-0.588,9.916,25,-1092232,-2.171,-2.51,3.681,2605.326,5.672,-0.2384,0.3276,0.81,7498478,-0.1861,0.3501,0.7066,6541191,-0.184
612,'600831',广电网络,155.123,1.984,0.06,4.654,0.0129,0.306,1.906,1.576,43.678,-27.07,5.07,33.963,4.323,649871,382969,361371,283851,115331,18491,-10671,-221,57528,19487,3337,3460,3646,97620,60497,56344,56344,9.532,76.923,27.244,9.71,93262552,-0.442,-0.143,9.362,41.667,-38833.824,-1.268,-0.482,22.461,3729.946,0.632,-0.2767,0.3081,0.5103,2875248,-0.201,0.2332,0.385,2169483,-0.257
1399,'002155',湖南黄金,169.495,2.786,0.06,3.6,0.0153,0.046,1.074,1.293,67.817,1110.32,1.81,20.384,2.741,646943,222797,202201,438736,129107,5534,-13179,982,138011,27118,6941,6732,6681,161428,120204,99616,99616,10.031,159.459,73.249,9.725,74627072,1.267,0.178,10.12,58.333,1268455,0.244,0.68,31.065,2992.305,2.006,-0.1478,0.3779,1.9023,18949432,-0.0864,0.244,1.2148,12101163,-0.117
597,'600814',杭州解百,174.451,3.295,0.06,3.094,0.0192,-0.14,0.02,1.761,46.964,-28.44,7.64,22.063,2.925,483712,99247,174419,227170,1428,-10026,687,-9339,146288,30593,10077,10056,4307,131839,71503,31038,31038,9.882,140.782,82.487,9.298,40278460,4.592,0.341,10.128,66.667,695226.563,1.018,1.693,34.702,1608.162,1.691,-0.1154,0.3711,1.8314,5684401,0.0285,0.2672,1.4546,4514933,-0.117
505,'600701',工大高新,184.033,2.638,0.06,4.186,0.0145,-0.252,2.691,0.317,57.746,4339.27,253.7,31.122,4.017,750082,204042,297463,433140,278450,-26063,-1216,-4071,75879,22783,7341,7379,6251,32822,103474,49878,49878,11.607,42.383,24.887,12.485,78726824,0.845,-0.731,11.08,41.667,-285847.719,-2.494,-2.06,21.465,3150.515,1.178,-0.3248,0.3958,0.8408,4193525,-0.1748,0.2489,0.4403,2195997,-0.301
1589,'002373',千方科技,199.562,3.996,0.06,2.947,0.0193,-0.15,0.914,0.981,54.354,10.24,5.58,29.556,2.943,608847,11943,240352,330932,100967,-16550,-40371,-54847,48039,13819,7165,8246,6344,113856,110438,81877,81877,12.544,85.114,21.603,13.241,15097026,-0.794,-0.488,11.994,25,-297049.344,-1.893,-1.9,8.888,602.902,1.702,-0.1371,0.5421,3.1865,26089960,-0.0722,0.5829,2.7384,22420816,-0.086
1103,'000722',湖南发展,200.718,2.035,0.06,5.869,0.0101,0.0395,4.606,0.216,89.064,-21.28,-28.21,53.213,5.844,308448,164828,21022,274717,213774,1832,12996,14751,6503,3268,3637,3642,2887,12340,46416,46416,46416,12.459,103.921,40.394,12.648,43875140,-1.646,-0.101,12.242,41.667,66476.672,-0.823,-0.83,15.014,1755.252,8.279,-0.2059,0.2595,0.7207,3345281,-0.1227,0.1776,0.4234,1965211,-0.231
2341,'300435',中泰股份,209.143,4.298,0.06,2.859,0.0218,0.0628,0.653,1.151,61.47,-11.89,30.35,26.52,2.858,116262,7380,44795,71467,15989,1538,40,1503,11490,2914,1774,1847,1561,29645,24480,8271,8271,13.222,96.147,16.349,13.573,2243561,-2.665,-0.202,12.774,33.333,2820.291,-1.223,-1.2,11.731,89.826,2.093,-0.3021,0.3197,1.2984,1073940,-0.1196,0.185,0.9582,792549,-0.257
587,'600801',华新水泥,210.3,1.874,0.06,6.634,0.0095,0.215,1.676,3.567,33.486,169.59,61.17,21.474,6.42,3011592,1659379,1867136,1008454,250975,32273,27139,-35080,387640,80141,8297,11290,9492,549093,149757,149757,97277,11.204,212.232,82.185,9.841,83715688,9.726,0.878,11.752,66.667,2061437,4.475,3.05,49.177,3334.523,0.602,0.2217,0.5931,2.1649,21059768,0.307,0.6345,1.3484,13117088,0.289
558,'600765',中航重机,226.159,2.967,0.06,4.533,0.0139,-0.209,1.78,1.577,24.84,5.62,6.86,27.051,4.525,1432219,308066,1021163,355763,138478,-16238,-21091,-29189,129831,34579,5906,6122,4906,125764,77800,77800,77800,13.69,111.638,40.674,13.882,67313120,1.432,-0.112,13.368,58.333,197636.031,-0.676,-0.4,25.007,2691.636,0.519,-0.1185,0.4726,1.7794,13843899,-0.1999,0.2858,1.0655,8289682,-0.113
1841,'002677',浙江美大,237.062,7.663,0.06,1.546,0.0352,0.0747,0.114,0.363,80.7,44.01,51.87,55.988,1.546,148554,34561,28670,119884,7334,4822,327,5148,14363,7880,4784,4845,4121,43493,64587,28000,28000,14.077,116.038,78.951,14.125,16170345,2.293,-0.05,14.06,58.333,91162.875,-0.349,0.61,23.663,647.336,3.587,0.0243,0.2127,1.3134,3677454,-0.0724,0.1926,0.7906,2213703,0.008
1260,'000988',华工科技,243.505,4.041,0.06,3.58,0.0172,-0.398,1.047,1.41,54.032,22.33,20.48,24.867,3.564,596281,115465,265208,322182,93275,-35472,-4049,-21042,92688,22205,5976,6560,5492,128720,89112,89112,89112,14.654,153.371,46.722,14.611,118773296,1.259,0.106,14.458,50,502380.906,0.253,0.02,25.403,4749.994,1.557,-0.0632,0.177,0.8426,7508769,-0.0024,0.1658,0.6405,5707422,-0.016
1414,'002173',创新医疗,245.157,1.89,0.06,7.782,0.0038,0.0436,6.071,0.617,78.211,-16.93,-4.65,35.253,7.731,454605,94119,99016,355553,277373,1991,-23984,-28345,18827,6588,3556,3556,2409,28165,45598,20285,20285,15.365,55.459,18.658,15.859,13164113,-2.326,-0.331,15.054,25,-15114.249,-1.404,-1.41,3.622,526.531,2.696,-0.2632,0.3123,0.5315,1078146,-0.176,0.2149,0.3075,623767,-0.267
1986,'300001',特锐德,249.452,5.397,0.06,2.773,0.0203,-0.37,0.854,0.813,28.169,10.99,7.65,26.74,2.767,982156,176121,682234,276666,85227,-36942,-25912,-47149,94193,24953,3082,3632,5556,81078,99757,86996,86996,15.679,77.034,19.941,16.42,26012108,-1.189,-0.411,15.114,41.667,-94959.203,-1.189,-1.75,9.308,1040.817,0.502,-0.1425,0.2646,0.6654,5788809,-0.098,0.2384,0.4831,4202700,-0.087
1992,'300007',汉威科技,254.904,3.415,0.06,4.479,0.0134,-0.234,2.002,1.366,35.985,36.49,30.92,32.793,4.344,364701,64635,183155,131239,58670,-6868,-12628,-27861,35715,11334,3004,3734,1744,40040,29302,22395,22395,16.593,68.886,13.345,18.018,6464551,-2.864,-0.787,15.564,25,-174879.984,-1.856,-3.99,5.894,258.582,0.797,-0.2444,0.2953,1.3029,2917748,-0.1814,0.2493,0.8714,1951543,-0.192
1574,'002358',森源电气,256.225,3.119,0.06,4.839,0.0126,-0.34,2.571,1.105,62.365,33.84,3.74,28.297,4.838,734885,101807,275172,458308,239046,-31658,6157,-25828,44227,12054,6620,6721,5741,111151,92976,77627,77627,16.226,50.902,18.565,17.618,18137284,-1.116,-1.003,15.558,33.333,-175660.453,-2.203,-2.9,9.437,725.708,1.857,-0.2438,0.3155,0.3822,2967266,-0.1639,0.2318,0.1797,1394771,-0.278
2277,'300351',永贵电器,268.12,2.299,0.06,6.932,0.0091,-0.0923,4.713,1.124,87.851,1.53,45.79,36.533,6.904,306339,61102,34187,269122,181261,-3551,-1918,-5501,20543,7369,2492,2721,2433,45734,38461,21086,21086,17.084,107.531,12.486,17.911,7085280.5,-2.101,-0.565,16.318,50,86.492,-1.94,-2.04,11.554,283.684,5.457,-0.3444,0.4227,1.0041,2117260,-0.2852,0.301,0.6512,1373123,-0.338
